latitude,longitude,alt,lat_accuracy,lon_accuracy,alt_accuracy,undulation,sat_used,timestamp
0.0,0.0,-17.0,4294967.5,4294967.5,3750059.75,17.0,0,32230353
0.0,0.0,-17.0,4294967.5,4294967.5,3750060.75,17.0,0,32430356
0.0,0.0,-17.0,4294967.5,4294967.5,3750062.0,17.0,0,32630354
0.0,0.0,-17.0,4294967.5,4294967.5,3750064.0,17.0,0,33030386
0.0,0.0,-17.0,4294967.5,4294967.5,3750064.75,17.0,0,33230357
0.0,0.0,-17.0,4294967.5,4294967.5,3750066.0,17.0,0,33430347
0.0,0.0,-17.0,4294967.5,4294967.5,3750068.5,17.0,0,33830347
0.0,0.0,-17.0,4294967.5,4294967.5,3750069.5,17.0,0,34030377
0.0,0.0,-17.0,4294967.5,4294967.5,3750070.75,17.0,0,34230347
30.618257,-123.494065,5553.31543,4294967.5,4294967.5,3750086.0,-40.473145,0,36855300
30.618403,-123.494189,5553.362305,4294967.5,4294967.5,3750087.5,-40.472168,0,37055334
29.551794,-121.387249,5210.950195,4294967.5,4294967.5,3750090.0,-41.947754,0,37455302
29.552016,-121.387383,5211.021484,4294967.5,4294967.5,3750091.25,-41.948242,0,37655301
29.552238,-121.387516,5211.091309,4294967.5,4294967.5,3750092.75,-41.947266,0,37855301
29.055325,-120.44175,5053.971191,4294967.5,4294967.5,3750095.75,-42.450195,0,38255301
29.055581,-120.441887,5054.05127,4294967.5,4294967.5,3750097.0,-42.449219,0,38455302
29.056349,-120.442297,5054.293457,4294967.5,4294967.5,3750101.0,-42.448242,0,39055312
29.056605,-120.442434,5054.374023,4294967.5,4294967.5,3750102.5,-42.44873,0,39255301
0.0,0.0,-17.0,4294967.5,4294967.5,3750001.5,17.0,0,39455290
0.0,0.0,-17.0,4294967.5,4294967.5,3750001.75,17.0,0,39655289
0.0,0.0,-17.0,4294967.5,4294967.5,3750002.0,17.0,0,39855289
0.0,0.0,-17.0,4294967.5,4294967.5,3750002.25,17.0,0,40255286
0.0,0.0,-17.0,4294967.5,4294967.5,3750002.5,17.0,0,40455290
0.0,0.0,-17.0,4294967.5,4294967.5,3750002.75,17.0,0,40655290
0.0,0.0,-17.0,4294967.5,4294967.5,3750003.5,17.0,0,41055326
0.0,0.0,-17.0,4294967.5,4294967.5,3750003.75,17.0,0,41255310
0.0,0.0,-17.0,4294967.5,4294967.5,3750004.25,17.0,0,41455346
0.0,0.0,-17.0,4294967.5,4294967.5,3750004.75,17.0,0,41855345
0.0,0.0,-17.0,4294967.5,4294967.5,3750005.0,17.0,0,42055383
0.0,0.0,-17.0,4294967.5,4294967.5,3750005.5,17.0,0,42255346
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.0,17.0,0,42655347
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.5,17.0,0,42855346
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.5,17.0,0,43055345
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.5,17.0,0,43220463
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.5,17.0,0,43420466
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.75,17.0,0,43820459
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.75,17.0,0,44020503
0.0,0.0,-17.0,4294967.5,4294967.5,3750006.75,17.0,0,44220462
0.0,0.0,-17.0,4294967.5,4294967.5,3750007.0,17.0,0,44620467
0.0,0.0,-17.0,4294967.5,4294967.5,3750007.0,17.0,0,44820462
0.0,0.0,-17.0,4294967.5,4294967.5,3750007.0,17.0,0,45020503
0.0,0.0,-17.0,4294967.5,4294967.5,3750007.25,17.0,0,45420463
0.0,0.0,-17.0,4294967.5,4294967.5,3750007.5,17.0,0,45620468
0.0,0.0,-17.0,4294967.5,4294967.5,3750007.75,17.0,0,45820466
0.0,0.0,-17.0,4294967.5,4294967.5,3750008.0,17.0,0,46220467
0.0,0.0,-17.0,4294967.5,4294967.5,3750008.25,17.0,0,46415346
0.0,0.0,-17.0,4294967.5,4294967.5,3750008.25,17.0,0,46620458
0.0,0.0,-17.0,4294967.5,4294967.5,3750009.0,17.0,0,47020501
0.0,0.0,-17.0,4294967.5,4294967.5,3750009.0,17.0,0,47220458
0.0,0.0,-17.0,4294967.5,4294967.5,3750009.25,17.0,0,47420462
0.0,0.0,-17.0,4294967.5,4294967.5,3750009.75,17.0,0,47820463
0.0,0.0,-17.0,4294967.5,4294967.5,3750010.0,17.0,0,48020511
0.0,0.0,-17.0,4294967.5,4294967.5,3750010.25,17.0,0,48220465
0.0,0.0,-17.0,4294967.5,4294967.5,3750010.75,17.0,0,48620468
0.0,0.0,-17.0,4294967.5,4294967.5,3750011.0,17.0,0,48820465
0.0,0.0,-17.0,4294967.5,4294967.5,3750011.25,17.0,0,49020503
0.0,0.0,-17.0,4294967.5,4294967.5,3750012.0,17.0,0,49420461
0.0,0.0,-17.0,4294967.5,4294967.5,3750012.5,17.0,0,49620459
0.0,0.0,-17.0,4294967.5,4294967.5,3750012.75,17.0,0,49820463
0.0,0.0,-17.0,4294967.5,4294967.5,3750013.5,17.0,0,50220459
0.0,0.0,-17.0,4294967.5,4294967.5,3750014.25,17.0,0,50420467
0.0,0.0,-17.0,4294967.5,4294967.5,3750014.5,17.0,0,50620466
0.0,0.0,-17.0,4294967.5,4294967.5,3750015.0,17.0,0,50820463
0.0,0.0,-17.0,4294967.5,4294967.5,3750016.0,17.0,0,51220465
0.0,0.0,-17.0,4294967.5,4294967.5,3750016.25,17.0,0,51420465
0.0,0.0,-17.0,4294967.5,4294967.5,3750017.25,17.0,0,51820466
0.0,0.0,-17.0,4294967.5,4294967.5,3750017.75,17.0,0,52020505
0.0,0.0,-17.0,4294967.5,4294967.5,3750018.25,17.0,0,52220463
0.0,0.0,-17.0,4294967.5,4294967.5,3750019.25,17.0,0,52620460
0.0,0.0,-17.0,4294967.5,4294967.5,3750019.75,17.0,0,52820461
0.0,0.0,-17.0,4294967.5,4294967.5,3750020.25,17.0,0,53020507
0.0,0.0,-17.0,4294967.5,4294967.5,3750021.25,17.0,0,53420463
0.0,0.0,-17.0,4294967.5,4294967.5,3750021.75,17.0,0,53620467
0.0,0.0,-17.0,4294967.5,4294967.5,3750022.25,17.0,0,53820463
0.0,0.0,-17.0,4294967.5,4294967.5,3750023.0,17.0,0,54020506
0.0,0.0,-17.0,4294967.5,4294967.5,3750024.0,17.0,0,54420463
0.0,0.0,-17.0,4294967.5,4294967.5,3750025.0,17.0,0,54620463
0.0,0.0,-17.0,4294967.5,4294967.5,3750026.25,17.0,0,55020507
0.0,0.0,-17.0,4294967.5,4294967.5,3750027.0,17.0,0,55220463
29.625505,-135.457298,5225.858398,4294967.5,4294967.5,3750027.5,-33.332031,0,55430394
29.277943,-135.240177,5115.416016,4294967.5,4294967.5,3750028.75,-33.487793,0,55820464
29.276373,-135.240051,5114.918457,4294967.5,4294967.5,3750029.75,-33.488281,0,56020476
29.274804,-135.239924,5114.42041,4294967.5,4294967.5,3750030.25,-33.487305,0,56220466
28.973323,-135.054066,5019.29834,4294967.5,4294967.5,3750032.25,-33.625,0,56820467
28.971752,-135.053945,5018.803223,4294967.5,4294967.5,3750032.75,-33.624023,0,57020474
29.266956,-135.239293,5111.931152,4294967.5,4294967.5,3750034.0,-33.48584,0,57220465
28.910283,-135.017396,4999.486328,4294967.5,4294967.5,3750034.5,-33.651855,0,57420471
28.908712,-135.017276,4998.991211,4294967.5,4294967.5,3750035.5,-33.650879,0,57620464
28.907141,-135.017156,4998.49707,4294967.5,4294967.5,3750036.25,-33.650879,0,57820465
28.903999,-135.016916,4997.508301,4294967.5,4294967.5,3750038.0,-33.649902,0,58220464
28.902428,-135.016796,4997.01416,4294967.5,4294967.5,3750038.75,-33.649902,0,58420464
28.900856,-135.016676,4996.52002,4294967.5,4294967.5,3750039.75,-33.649902,0,58620468
28.897714,-135.016437,4995.53125,4294967.5,4294967.5,3750041.25,-33.648926,0,59020474
28.896143,-135.016317,4995.037109,4294967.5,4294967.5,3750042.0,-33.648926,0,59220469
28.894572,-135.016197,4994.54248,4294967.5,4294967.5,3750043.0,-33.648438,0,59420464
28.893001,-135.016077,4994.04834,4294967.5,4294967.5,3750043.75,-33.647949,0,59620464
28.889858,-135.015838,4993.060059,4294967.5,4294967.5,3750045.5,-33.647949,0,60020508
28.888287,-135.015718,4992.56543,4294967.5,4294967.5,3750046.75,-33.645996,0,60220464
29.240271,-135.237151,5103.470215,4294967.5,4294967.5,3750048.75,-33.480957,0,60620466
29.238701,-135.237025,5102.972168,4294967.5,4294967.5,3750049.25,-33.47998,0,60820464
29.237131,-135.2369,5102.474121,4294967.5,4294967.5,3750050.75,-33.479004,0,61020482
28.87886,-135.015,4989.601074,4294967.5,4294967.5,3750052.75,-33.64502,0,61420464
28.877289,-135.014881,4989.106445,4294967.5,4294967.5,3750053.5,-33.644043,0,61620466
29.180782,-135.205043,5084.658203,4294967.5,4294967.5,3750054.5,-33.500977,0,61820470
29.176072,-135.204669,5083.16748,4294967.5,4294967.5,3750057.5,-33.5,0,62420468
28.869432,-135.014284,4986.63623,4294967.5,4294967.5,3750058.25,-33.643066,0,62620466
28.867861,-135.014165,4986.14209,4294967.5,4294967.5,3750059.75,-33.643066,0,62820465
28.864718,-135.013926,4985.154297,4294967.5,4294967.5,3750062.0,-33.64209,0,63220468
28.863147,-135.013807,4984.660156,4294967.5,4294967.5,3750063.0,-33.64209,0,63420464
28.861576,-135.013688,4984.166016,4294967.5,4294967.5,3750064.25,-33.640625,0,63620467
28.858433,-135.013449,4983.178223,4294967.5,4294967.5,3750066.0,-33.640137,0,64020512
28.856862,-135.01333,4982.684082,4294967.5,4294967.5,3750067.0,-33.639648,0,64220465
28.85529,-135.013211,4982.191406,4294967.5,4294967.5,3750068.5,-33.641113,0,64420470
28.852148,-135.012973,4981.203125,4294967.5,4294967.5,3750071.0,-33.639648,0,64820464
28.850576,-135.012854,4980.709473,4294967.5,4294967.5,3750071.75,-33.63916,0,65020515
28.849005,-135.012735,4980.215332,4294967.5,4294967.5,3750073.25,-33.63916,0,65220468
28.845862,-135.012497,4979.227051,4294967.5,4294967.5,3750075.25,-33.637695,0,65620469
28.476432,-134.785626,4863.869141,4294967.5,4294967.5,3750077.75,-33.812988,0,66020477
